date,text
"December 9, 1862","Headquarters, Department of the Gulf, New Orleans, Dec. 9, 1862
Brig. Gen. Meigs, Quarter Master General, U. S. A.
General: I have the honor to enclose to you specifications, drawing, and model of a roof for the Custom House at New Orleans. It is a building which has already cost the United States millions of dollars. It is left without a roof, and is crumbling away under the effects of the weather.
To leave it uncovered during the winter and spring will be exceedingly disastrous and expensive. Besides, it is the citadel of New Orleans, and we have found it necessary to have it roofed, and we have devised a plan which you will understand from the drawings. I think the work can be done within the estimates. I am now changing the plan so far as to adopt the fitting composition roof, instead of shingling, by which we shall save the cost of the gutters.
If this were not a matter of prime necessity I should not believe the expense justifiable. The whole matter I had put in charge of Gen. Arnold, the Military Commandant of the city; but his being struck by paralysis caused delay until this time. We shall have all that is necessary done in much less time than three months. We hope to have it nearly completed by the time we receive the answer to this. I shall be able to employ upon it many laborers whom I am now feeding. I have the honor to be,
Very Respy. Your Obdt. Servt.,
Benj. F. Butler, Maj. Gen. Commdg."
"December 10, 1862","Flag Ship Hartford off New Orleans, Dec. 10, 1862
Major General B. F. Butler
Dear General: While no one appreciates more highly than myself the energetic, persevering, and skilful merchant, I must confess that no one has a greater abhorrence and detestation of the unscrupulous speculator who takes advantage of every necessity of his fellow-beings, and, regardless of consequences, by bribery and corruption forces his trade into the
enemy's country, drawing down dishonor upon the cause as well as the country we serve, and upon us who are exerting every nerve to sustain our honor among nations, and even claim the respect of our enemies, however unwilling they may be to yield it. I have therefore determined to call to your attention the case of the Schooner ""L. L. Davis,"" whose cargo is owned by one Mr. Wyer of New Orleans.
Lieut. Comdr. Read reported to me, sometime since, that this vessel was fitting out avowedly for Matamoras, but it was intimated to him that she was intended to run the blockade by going into some intermediate port he might find unguarded. I directed him to watch her closely, and as soon as she left the precincts of the Civil and Military jurisdiction of New Orleans to examine his papers carefully, and see that all was right. He did so, and reported her papers all signed by the proper authorities. She sailed -- and it now appears that instead of going through the Rigolets, she changed her course and ran over to Pontchatoula, the well-known depot of the Confederates. On calling upon Mr. Denison, the Collector, for information of this vessel, he informed me that he had been unwilling to give clearances to vessels for Matamoras, and that he had stated to Mr. Wyer (in the case of the ""L. L. Davis"") that his cargo was unsuited to the place; to which he replied ""never mind,"" and appeared indifferent as to the Collector's opinion; which now, as the result is seen, leaves but little doubt in my mind that she was originally intended by Mr. Wyer to go precisely where she did, and I call your attention to the facts, General, in order that the affair may be properly investigated, and Mr. Wyer dealt with according to law. This and similar things are the theme of public discussion, and bring discredit upon the whole of us, for it is said publicly that it could not be done without the connivance of the authorities, a charge which I am sure we all desire to avoid by a fair investigation. All of which is respectfully submitted by
Your obt. servt., D. G. Farragut, Rear Admiral"
"December 10, 1862","Headquarters, Department of the Gulf, New Orleans, Dec. 10, 1862
Rear Admiral Farragut
My dear Admiral: I agree most fully to your feelings of indignation in the matter of the ""L. L. Davis."" I have already
begun the inquiry, and propose to investigate the matter tomorrow morning at 10-30 o'clock. In connection with me and Collector Denison, you are respectfully and earnestly desired to be present and aid the examination. Whoever is guilty shall be punished if within the power of the Department.
Most truly yours,
Benj. F. Butler, Maj. Gen. Commanding"
"December 10, 1862","Headquarters Department of the Gulf, New Orleans Dec. 10, 1862
My dear Sir: Will you come yourself and bring Mr. Grey, and any papers you may have, or witnesses from your Department, that will throw any light upon the matter of ""L. L. Davis."" I propose to investigate that transaction, with the aid of the Rear Admiral Farragut, to-morrow morning at half past ten o'clock.
Yours truly, Benj. F. Butler, Maj. Gen. Commdg."
"December 10, 1862","Unofficial New Orleans, December 10th, 1862
Dear Sir: I send this letter by Mr. Flanders, who leaves to-day for Washington, and suggest that you talk fully with him concerning affairs here. I mean military and political affairs, with which he is quite familiar. You can rely perfectly on the integrity of Mr. F. An occurrence has just taken place which causes me to feel much indignation and some chagrin.
Col. Butler has three or four men in his employ who manage his business for him. The principal one is Mr. Wyer. Some days ago Wyer loaded a vessel for Matamoras. She was loaded in the New Basin, and when she got into the lake, ran into Pontchatoula.
This information reached me two days ago, and since then I have been investigating the matter, and am satisfied that it was a pre-determined plan to take the cargo to Pontchatoula for the rebels, instead of going to Matamoras. I am also satisfied that Col. Butler was the sole owner of the cargo.
The vessel was the Schooner ""L. L. Davis,"" 95 tons burden, and 500 sacks salt was the greater portion of her cargo. This is worth in Rebeldom the astonishing price of
$150. per sack. Cotton could be bought there at not more than 15 cts. per pound, and delivered at some point on the Mississippi whence it could be brought hither. Near Matamoras salt is abundant and cheap. I expressed astonishment to Wyer when he cleared' the vessel, that he should send salt to that port, but he pretended to have information that he could get a good price for it.
I have just been to see Gen. Butler, and laid the whole matter before him, with statement of proof that the ""Davis"" was loaded with intention to run the blockade. I cannot give this statement in one letter, but it is sufficient to say that Gen. Butler expressed himself perfectly satisfied that such was the intention. I then told him I believed Col. Butler was the owner of the cargo -- & gave my reasons.
Gen. Butler assures me he will immediately investigate the matter thoroughly, & if Col. Butler, or those associated with him, are interested in the operation, he & they shall instantly leave the Department of the Gulf. He manifested great indignation which I cannot believe feigned, judging from his appearance. I am confident I can bring forward sufficient proof to convince any honest jury that the vessel is Col. Butler's, and that he intended to take the cargo to Rebels. This statement I intend to make to Gen. Butler to-morrow morning, so that, if he please, he can permit me to collect and present the evidence.
Yesterday I had a long conversation with Admiral Farragut, who holds the same opinion regarding this matter as myself.
The gunboat at the mouth of New Canal is the ""New London,"" commanded by Capt. Read (Lieut. Commanding). I am afraid he will be made to suffer -- but it would be very unjust, for he was not deficient in vigilance, and is an honest and faithful officer. I am more in fault than he is, for I allowed myself to be deceived -- though any man, however vigilant, would have been deceived in the same manner.
I shall report to you promptly this progress and result of the investigation. Please excuse the hasty manner in which I am obliged to write.
George S. Denison
P. S. Pontchatoula is in the northern part of Lake Pontchartrain -- somewhat inland."
"December 10, 1862","New Orleans, Dec. 10, '62
Dear Harriet: The time runs by, and two months have gone since I left home. A fortnight ago and I thought it likely enough we should be home at Christmas. But I do not feel so sure of it now, yet I think the chances are we return this winter. We look for the next mail with considerable eagerness, as that may settle it one way or another. It is far better to go now than run the risk of another summer. You would be amazed to know how closely my time is occupied, and yet I do nothing. Other people with their calls, wants, and troubles, take up my time. This, with observing and gathering up the thread of things that run wild, is all I can attend to. I usually have a budget for Mr. Butler when evening comes, which I try to make as little distasteful as possible.
Last night I told him of a story I had heard during the day. That J -- n was engaged in one of the largest gambling houses here -- that two sporting men from California carried it on ostensibly, but one of them is his partner in other things, and he is secretly himself a partner in the gambling house. We are not through with results from this creature yet. Mr. B. says he goes from here in ten days, but where? To Havana, where he intends to take blood horses taken here from the finest stud in America. So with gambling and horse-racing he will still manage to have his name ahead of the Gen'l. Mr. B. has great energy, and has found ways to rise however great the pressure, but this fellow has gone as near to blast him as he can and miss it, of that I am quite sure. Nor do I feel at all certain that he has missed it. There may be a stigma left that cannot be wiped out.
I have packed a box with the bronze clock I wrote you Mr. B. bought and some books to keep it in place, and in the crevices I have dropped pecan nuts for the children. An old torn volume of ""Robinson Crusoe"" for Paul to read. You must tell him the beginning of the story. I think he has never read it. I want to send you something, and could do so, but I am afraid of the conveyance. The clock you can put on the mantel in my room. I do not much fancy it, but it is bought and must be sent along. The other books you can put aside. There is a picture book, square with a blue cover and rather worn, that will please the children, ""A Foreign Tour"" I think it is called. The little book of heraldry do not give them.
Poor Benny and Hatty, are they never to get anything? We were at a dinner party last Sunday at Mr. Durant's, a lawyer here. Among other things they gave us for dessert delicious candy made of roasted almonds pounded, and sugar. If I could send a box of that, how the children would like it. I begin to doubt if Fisher or Read will come, things have such an uncertain look. However, if they are coming they have already started. I hope you are not greatly troubled about domestic affairs. If Timothy goes with Gen. Banks I may possibly see him here. Love to all.
Affectionately, Sarah
Do not leave my letters lying about. I wished very much to put a little package for you in the box, but I send the box by the ""Catawba."""
"December 11, 1862","Boston, Dec. 11, (1862)
Dear General: You will pardon the liberty I take in enclosing these papers to you, asking you to put them in the hands of some suitable person. We shall memorialize Congress in favor of a Bureau of Emancipation, and we want all the facts we can get. God keep you in your fight with wild beasts.
Faithfully yrs., F. W. Bird"
"December 13, 1862","Private. Custom House, New York, Sat. Afternoon, Dec. 13th, 1862
Major General Butler, New Orleans, La.
Dear Sir: This morning I wrote to you somewhat at length, and in concluding stated I would again write to you to-day; and having some leisure I take the opportunity of ful-filling this promise.
The removal of General McClellan from the command of the army of the Potomac occasioned great surprise at the North. By the Democrats -- that is I mean by the democratic politicians and editors -- it was considered not only a blunder, but crime; by the republicans it was deemed an act of justice, and to the outcries of their opponents they maliciously referred to the removal of General Fremont some twelve months ago. But by the great body of the people the measure was looked upon as being made by the Executive with the best intentions -- namely, to insure a vigorous prosecution of the War, as well as to promote harmony between the War Department and the generals in the field. As to Gen. Burnside, all commended his appointment -- the removal of General McClellan having previously been made. Had General Banks or Fremont received the command, the administration would have been liable to the charge of partisanship, so recklessly made against it by men who, lacking patriotism themselves, believe our rulers to lack it likewise.
Some of the friends of General McClellan confidently affirm that he will be made General-in-Chief vice Halleck Jan. 1st. This appears so grossly improbable that I almost fear I do wrong in mentioning it. I have pretty good authority for asserting that Mr. Lincoln intends to decline a re-nomination for the Presidency in 1864, and that it is well understood in official circles that General Banks, should he continue as popular as he is now, is to be the Republican candidate for that position. Should this be the case, it is highly probable that a Democrat will be named for Vice-President, to give the ticket additional influence with the people. Whether this be so or not, it is certain that the wind sets in the quarter I have indicated.
When is Mobile to be captured by our forces? It is possible that General Banks' expedition may have sailed for that quarter? -- but I have always imagined that the honor of reducing the Metropolis of Alabama would fall to yourself;
and that having redeemed New Orleans you would in like manner redeem Mobile from Secession rule.
The election of Messrs. Flanders and Hahn as representatives in Congress from New Orleans is variously commented upon by the northern newspapers according to their political proclivities. For instance, the Democratic press assume that the election is an attempt on the part of the Administration to secure for themselves a majority in the next Congress, which otherwise would be democratic; that it is, in fine, an odious conspiracy to over-ride public opinion. This assumption can only be maintained on the ground first that there are no loyal citizens in New Orleans to be represented in Congress -- or second that the National troops stationed in that city exercised the right of suffrage, and thus nullified the will of the people. As these premises are wanting, the election is of course valid, and must be respected accordingly.
The bill for the admission of West Virginia as a state into the Union has passed the House of Representatives, and now only needs the President's signature to become a law. This proposed enactment also excites the ire of the opponents of the Administration, who indignantly exclaim that Mr. Lincoln violates the Constitution for partisan purposes. Here again are they mistaken. Mr. Lincoln being a practical man, looks at the subject in all its lights and shadows. He knows it is possible we may not be able to subdue all the revolted states; although believing, as I also believe, that it will be done.
Hence, to secure ourselves every possible safeguard against ill-fortune, ought we not to detach from the rebellious states every foot of ground we can obtain during the progress of hostilities? In my opinion clearly so. And every inch of territory so obtained must never be yielded. By pursuing this course we shall conquer the South by piecemeal -- leaving to our main armies the work of destroying those of the Rebels.
It is much to be regretted that at a time like this there should be two parties in the North. The influence of the President's Emancipation Proclamation was the signal for partisan men to range themselves either on one side or the other. I had hoped that your wise counsels to your friends in Massachusetts in 1861 to support Governor Andrew, differing from him widely as you did in his anti-slavery opinions, would have been productive of lasting results. The administration has been defeated in New York, New Jersey, Pennsylvania, and Ohio, in the first-named as well as in the latter
two states by majorities which would probably have been overcome had the Volunteers therefrom been allowed to vote. For my own part, I think that during the continuance of this war, and so long as the Administration does not wilfully violate the Constitution, it is the duty of every voter remaining at home to sustain the government in its great work of suppressing the rebellion.
The report of the Secretary of the Treasury discloses an amount of expenditure hardly covered by a thousand million of dollars. Of this sum, enormous as it is, the major part has, I presume, been expended upon the Army: contractors and sub-contractors, commissaries and assistant commissaries have doubtless reaped extraordinary profits -- profits altogether disproportioned to their service. While the war lasts these things continue, nay, must increase. And the unhappy man who has the vast responsibilities of the Treasury Department resting upon him can do no more than endeavor to detect fraud, and vigilantly guard the public deposits when the attempt in a majority of cases is, after all, doomed to failure.
Galveston having been occupied by our forces, it becomes a question whether they will attempt to penetrate any distance in the interior. Houston, the capital of, I think, Harris county, ought to be seized and occupied at the earliest possible moment. This is the great cotton mart of Texas, and surpasses in importance even Galveston itself. I hope this matter will receive early attention. Business at the Custom House of New York has greatly decreased of late owing to the heavy duties imposed by the new tariffs. Secretary Chase estimates that $70,000,000 receipts from customs will be made during the present fiscal year; but he is too sanguine. Between $50,000,000 and $60,000,000 will be nearer the amount.
It now seems probable that the system of so-called ""arbitrary arrests"" up to but recently pursued by the War Department will be soon entirely abandoned, as a portion of our truly loyal people have taken umbrage at the measure, which they foolishly believe to be destructive of their rights, forgetting that it is only the disloyal who really suffer in the majority of cases, and that by their own act.
Absurd statements relating to ""Overtures for Peace,"" said to have come from Jeff Davis, are afloat; but generally discredited by the press. There is no truth in them; and they are brought forth only by the near approach of the 1st of January.
General McDowell's court martial will beyond question result in his honorable acquittal of all charges preferred either against his honor as a soldier or his ability as a commander of a corps. Public opinion, which in this case is undoubtedly correct, declares General McDowell to have been simply unfortunate. In the course of the trial (which will soon be terminated) General McClellan was called to the witness stand, and deposed or rather gave it as his opinion that had he at any time during the Peninsular campaign been re-enforced by the 35,000 men commanded by McDowell, he could have taken Richmond! This statement is now going the rounds of the press, and as might be expected creates a sensation. It appears from the evidence (documentary) given that McDowell was by the express orders of the President and the Secretary of War prohibited from effecting a junction with McClellan during the continuance of Jackson's raid in the Shenandoah Valley (in whose pursuit General McDowell ineffectually participated), and for some time thereafter, notwithstanding, as an ex parte statement has it, more than 40,000 troops remained to guard Washington with a large reserve at Baltimore. Now the question comes up, who was responsible for McClellan's failure on the peninsula?
Now, a week or ten days ago there was published an official statement from General Halleck with regard to this very subject. General Halleck states in brief that after the seven days battles before Richmond, he called upon General McClellan, and a discussion took place as to the (future) plans of the war department. In the evening, General McClellan stated that with 50,000 fresh troops he could take Richmond; being assured that not more than 20,000 could be furnished, he took the night to reflect upon the subject. In the morning he stated that with 20,000 men he would make an attempt, and stood ""some chance"" of success. It was then understood that this number (all that could be spared, including McDowell's Corps) should be given General McClellan, provided the concurrence of the President thereto should be obtained. But just prior to or upon General Halleck's arrival at Washington, he received a telegram from General McClellan to the effect that he (McClellan) could not or would not make the attempt without being reinforced by 35,000 troops, 15,000 more than the number agreed upon. Thereupon General Halleck telegraphed in reply to commence the evacuation of the peninsula -- which movement was commenced fourteen
days thereafter, General McClellan having in the interim strongly remonstrated against it, to which remonstrance General Halleck replied at length, and in defense of his order.
I confess that the testimony given before the McDowell court martial materially disagrees with the statement of General Halleck, who stated that he could not give McClellan more than 20,000 troops (including McDowell's corps), while McClellan or some other General affirms that nearly 70,000 men were left in northern Virginia, the District of Columbia, Baltimore, and Fortress Monroe, when the peninsular campaign was undertaken, and that at the time of Jackson's raid McDowell had 35,000 men. It is clear that somebody was mistaken, but who, it is hard to say.
The Emperor Napoleon has recently seen fit to endeavor to obtain England's rulers to concur with him in offering mediation in the affairs of this country, preliminary to an armistice taking place between the contending parties. Earl Russell, who, whatever his shortcomings in other respects, is certainly a clear-headed and practical Statesman, perceiving that such an offer would be at once rejected, and do no good whatever, rejects the proposition. I have no idea that armed intervention is likely to occur for many months, if ever; and if it does come, it will do more to promote a restoration of the Union than otherwise. Such at least is my opinion.
I have written at much greater length than I intended when I commenced, and will therefore close with the remark that I hope you will not find this communication either tedious or unprofitable.
Very Truly Your obdt. Servt., Charles S. Bartles"
"December 14, 1862","Private. Boston, December 14th, 1862
General Butler
Dear General: By the ""Marion"" and ""Creole"" I am in receipt of invoices and bills from Mr. Dexter, which will enable me without inconvenience to take up his draft for $60,000, about which I wrote you in my last. His letters, while they confirm my opinion of his good faith, also confirm me in my intention to cancel all authority to act for me in any way. He has taken risks for me to an amount and of a kind entirely unjustified by my authority or instructions, and the chances now are that I shall sustain a considerable loss by them. I shall be sustained by law and right in repudiating
his nets to a very large extent, but I shall carry them out so far as I can, partly out of a personal regard for him and partly on account of the strength of my recommendation to you and your brother.
I have recovered from my fears of any inconvenience even temporary from the weight of the business, though it taxes my resources very heavily, but I shall prefer that, while I am so largely in debt to you and Col. Butler, you should hold whatever property I have in New Orleans. I hope you will draw as lightly as possible until I have had time to turn Mr. Dexter's shipments into money. Of this Col. Butler will keep the run.
I now enclose your invoices and duplicate bills of mdse. per ""Emblem,"" consigned to you for sale on my account, the proceeds to be placed to my credit in account as a remittance. I should like this cargo closed out promptly if your market will permit without too much loss. I expect no profit, and only wish my business with New Orleans closed up, so that I can see where I stand. This of course does not apply to any business you or Col. Butler may send me, which I shall always gladly attend to. The ""Emblem"" invoices do not amount to quite so much as I had expected, but the amount will very nearly offset your present balance.
I have given you a letter to give to my friend, Mr. Brooks, whose house at Medford you will remember. He is one of my best friends, and a sterling fellow in every respect. His family has a large property in New Orleans, and he goes to ascertain its condition.
The Middlesex has made $200,000, and divides 10%. The Washington Mills make $200,000 on its woolen and $100,000 on its cotton business.
We are having news of great fighting at Fredericksburg. I trust we may win, but even if we do, it is, I fear, too late in the season to do anything on that line of operations.
Sincerely yours, Richard S. Fay Jr.,"
"December 15, 1862","Private. Custom House, New York, Monday, Dec. 15th, 1862
Major General Butler, Comdg. U. S. Forces
Dear Sir: I should not have troubled you with this communication to-day had I not seen in the Washington correspondence of the World of this morning a recapitulation of the
charges alleged against you by your enemies, and said to have been submitted to the President. I enclose you the paper in question, or rather send it by mail.
Now, why a democratic newspaper like the World should pursue you with such vindictiveness as it does is hard to determine, except on the assumption that believing you to be an active supporter of the administration it prefers to strike at it through you. Heretofore the World was republican in its politics; but differing from the government on the subject of so-called ""arbitrary arrests,"" it finally went over to the democracy, and is now their recognized organ in this city. Its chief editor is a gentleman of high-standing, and one of the most efficient business men I know of; why he should allow the column of his Journal to be used against you is a question beyond my comprehension to solve, unless the above hypotheses be correct.
Your rigid performance of the duties appertaining to the station you hold has of course excited the utmost animosity of those who are secessionists per se, or sympathize with them to an extent hard to define, but none-the-less tangible on that account. That these two representatives of opposition to the administration should form an alliance to effect your removal cannot excite surprise. But that they should be joined in this attempt by others whose loyalty is unquestioned, appears strange. In these days, however, it is party ties that bring about such curious combinations.
I have not the slightest idea that you will be removed or interfered with at all; on the contrary, I believe that hereafter as heretofore your conduct will be approved of by the executive. Secure in his support, General, and of the approbation of the great body of our loyal citizens as well, go on in your career adding laurels to your wreath, and promoting the public welfare. Your reputation rests upon too firm a basis to be shaken by the breath of your enemies, who are impotent to wreak that vengeance they so long to inflict.
Gen. Burnside having affected a lodgement in the ruined city of Fredericksburg, finds out, to his surprise, the rebel army strongly entrenched, and prepared to dispute his advance on Richmond. Severe fighting has taken place without those decisive results so confidently looked for by the public. But he will triumph, or I am deceived in my estimation of his character. Our brave troops have had enough of repulses; henceforth they propose to celebrate victories. The papers of this morning will give you full particulars of the engagement.
I will inform you in confidence of an interesting fact, Gen. Cameron has, as you are probably aware, returned home from his Russian mission on leave of absence. Should Mr. Wilmot decline to be a candidate for re-election to the Senate, Mr. Cameron will be the administration nominee for that position, with every prospect of success notwithstanding the democracy have a small majority on joint ballot. From the fact of their candidate, Frank Hughes, being strongly tinctured with secession proclivities, judging from his effusions in the press and on the stump, Mr. Cameron will probably receive a sufficient support from the democratic members to insure his return. Whatever others may say, I firmly believe General Cameron to be one of the best and purest of our public men. A true patriot, he accepted the position of Secretary of War against his own inclination and at the urgent solicitations of the Executive. Finding the duties of the post too arduous for him, he resigned in February, 1862, at a time when our forces were victorious both on land and on sea. He was, as I believe, a warm friend of yourself, and appreciated your talents as they deserved. I sincerely hope he will be successful; for it is morally certain that if he is not, an opponent of the administration will succeed Mr. Wilmot.
The Delta is your recognized organ in New Orleans, and a better conducted Journal, considering its limited space, does not exist. I well remember its disunion tendencies before the commencement of the rebellion, and that for ten years previous to that time it divided with the Charleston Mercury the honor of extreme pestilential opinions in behalf of secession, the reopening of the slave trade, etc. A staunch Union Journal now, it supports with the greatest vigor the policy of the Government, although taking due care to avoid needlessly offending public sentiment in New Orleans with regard to the abolition of slavery there and in the adjoining parishes. The True Delta is also an excellent journal, true, I believe, to the Union and the Constitution, and, like the Richmond Whig, having yielded to secession only when resistance was impossible. The True Delta I think supported Douglas for President in 1860, the Delta, Breekinridge, and Picayune and Bee, John Bell. The Picayune, I am sorry to see, still clings under its present management to its former sympathy with traitors, although careful to observe what it is facetiously pleased to term ""neutrality."" Were George W. Kendall of Texas in control of its columns there would be no neutrality exhibited,
but in lieu thereof a warm espousal of the cause of the Union.
In my letters of Saturday I expressed belief that General Banks would not disembark his expeditionary force in the Virginia coast, but would doubtless proceed to some important Southern city, either Charleston, Savannah, or Mobile. It appears from the papers of to-day more than probable that I was mistaken in this assumption; and that the corps have been or will be landed at some point on the North Carolina coast, whence they can proceed first to cut off railroad communications between the South and Richmond, say at Weldon, and then march on the Confederate Capitol while Burnside's army is proceeding southward by the Fredericks-burg route. I earnestly hope that this belief be not ill-founded; as, if it is not we shall (Providence permitting) be in possession of Richmond by January 1st.
Your Sincere Friend, Charles S. Bartles"
"December 14, 1862","Washington D. C., December 14th, 1862
Major General Butler
My dear General: Your letter was handed by me personally to the President, and he read it all through in my presence, and, as he did so, acknowledged fully the capacity for service you have exhibited, and the past services you have actually performed. Beyond this he said nothing, except that he had written you some days since. He had promised this to me, and I was glad to learn that he had not forgotten to do so.
It was only since I received the letter to the President (with one to myself) that I learned from Mr. Stanton the real destination and instructions of Gen. Banks. I now understand that he is actually to take charge of the Department of the Gulf, to which Texas is annexed; and that he goes to New Orleans to direct operations on the river until it is opened, and on Texas, and I suppose on Mobile. I do not remember, however, that Mobile was mentioned. Of course, this commission supersedes yours. Before this conversation, I had supposed that General Banks was simply intrusted with the command of the expedition to Texas, and that though his command might lead to some conflict, if there were a disposition to make or have trouble, that your great work on the river
in Louisiana and Mississippi and at Mobile would not necessarily be interfered with. I need hardly say to you that I regret profoundly to find myself mistaken. My respect for General Banks and confidence in his ability is entirely sincere; but I must frankly say to you (and I really hope you will not take what I say as a mere compliment but as what it is -- my honest conviction) that in my judgment you have done more work and more important work and have done it better than any General whom the President has commissioned; and I believe this is the judgment of the country. Of course, I cannot think it for the good of the country that you should be superseded even by General Banks. We have not a great many men of first-rate ability, and I think there is work for them all, and room enough to do it in, without bringing one over another in this fashion.
And this brings me to what I want most particularly to say. You intimate a purpose of resigning. I most earnestly hope you will dismiss this thought. It is no discredit to serve under a prior officer. General Banks is your friend and you are his. Each can greatly help the other, and there is room enough in the honor and gratitude of the country for both. It would grieve many if you should retire, and the country, I am sure, would suffer immensely. Don't think that the appointment of General Banks will really harm you. It will not. Your retirement would, for it would be ascribed to wounded self-love. If you remain, doing your duty as here tofore, everyone will feel that you are governed by a generous patriotism, and your present enviable position will be enhanced.
I wish I could repeat to you all I have said. Our friends in Congress are unanimous in your praise. Nobody finds fault except some honest people who really believe what has been said about your connection with trade, and some designing people who circulate their stories probably without much regard to their truth or falsehood.
The election of Mr. Flanders gratifies me much. I know nothing of Mr. Hahn. I hope he is as good a man. I should like to have a talk with you about our political future. There must be a new organization of parties. The party which now opposes the National Government is not in any just sense the Democratic party, and ought not to be so called. It is simply the opposition, in which old Whigs, Know-nothings, and Democrats unite to expel the Republican from power. A new
party, really Democratic and really Republican, must arise, of which you ought to be an honored and able leader.
But at present let us give all our thoughts to the salvation of our country. A very considerable battle was fought yesterday. Today, Sunday, there is a sort of truce. Tomorrow we expect decisive work. May God give us the victory.
Your friend, S. P. Chase"
"December 16, 1862","Head Quarters, Banks' Expedition, New Orleans, December 16, 1862
Major General Butler, Commanding Department of the Gulf
General: I have the honor to request that you will direct the officers of the Staff Departments attached to your Head Quarters to remain here for the present, and report to me for orders.
Very respectfully, Your obedient Servant,
N. P. Banks, Major General"
"December 16, 1862","Department of the Gulf, New Orleans, Dec. 16, 1862
Maj. Gen. N. P. Banks, Comdg. Dept. of the Gulf
General: In compliance with your request I have directed all my Staff who are heads of departments to remain such time as will enable them to turn over the property in their hands, and fully instruct the corresponding officers of your Staff, so that there may be the least possible embarrassment from the change.
Respectfully, Benj. F. Butler, Maj. Genl. U. S. V."
"December 15, 1862","Headquarters Department of the Gulf, New Orleans, December 15, 1862
General Orders No. 106
Soldiers of the Army of the Gulf
Relieved from further duties in this Department by direction of the President, under the date of November 9, 1862, I take leave of you by this final order, it being impossible to visit your scattered out-posts, covering hundreds of miles of the frontier of a larger territory than some of the kingdoms of Europe.
I greet you, my brave comrades, and say farewell!
This word, endeared as you are by a community of privations, hardships, dangers, victories, successes, military and civil, is the only sorrowful thought I have.
You have deserved well of your country. Without a murmur you sustained an encampment on a sand-bar, so desolate that banishment to it, with every care and comfort possible, has been the most dreaded punishment inflicted upon your bitterest and most insulting enemies.
You had so little transportation that but a handful could advance to compel submission by the Queen City of the Rebellion, whilst others waded breast-deep in the marshes which surround St. Philip, and forced the surrender of a fort, deemed impregnable to land attack by the most skilful engineers of your country and her enemy.
At your occupation, order, law, quiet and peace sprang to this city, filled with the bravos of all nations, where for a score of years, during the profoundest peace, human life was scarcely safe at noonday.
By your discipline you illustrated the best traits of the American soldier, and enchained the admiration of those that come to scoff.
Landing with a military chest containing but seventy-five dollars, from the hoards of a rebel government you have given to your country's treasury nearly a half million of dollars, and so supplied yourselves with the needs of your service that your expedition has cost your Government less by four-fifths than any other.
You have fed the starving poor, the wives and children of your enemies, so converting enemies into friends that they have sent their representatives to your Congress by a vote greater than your entire numbers, from districts in which, when you entered, you were tauntingly told that there was ""no one to raise your flag.""
By your practical philanthropy you have won the confidence of the ""oppressed race"" and the slave. Hailing you as deliverers, they are ready to aid you as willing servants, faithful laborers, or, using the tactics taught them by your enemies, to fight with you in the field.
By steady attention to the laws of health, you have stayed the pestilence, and, humble instruments in the hands of God, you have demonstrated the necessity that His creatures should obey His laws, and, reaping His blessing in the most unhealthy climate, you have preserved your ranks fuller than those of any other Battalions of the same length of service.
You have met double numbers of the enemy, and defeated him in the open field; but I need no further enlarge upon this topic. You were sent here to do that.
I commend you to your Commander. You are worthy of his love.
Farewell, my comrades! again farewell!
Benj. F. Butler, Major-General Commanding"
"December 17, 1862","New Orleans, Dec. 17th, 1862
Dear Harriet: All is over for the present. The Department of the Gulf has passed into other hands. We leave next Monday. I cannot say by what vessel. Mrs. Read may or may not come us with. The rest of the family will stay longer. Get another servant if you can. I shall bring the hair dresser with me. It will be rather pell mell, but never mind it. We may go to Washington before returning home.
I shall soon see the children; that is a comfort amid the trouble. Dear love to all.
Affectionately, Sarah"
"December 18, 1862","New Orleans, Dec. 18th, 1862
Hon. Abraham Lincoln, President
On the 14th instant, Sunday, at night, I received from the hand of Maj. Gen. Banks, General Orders No. 184, attested by Major Gen'l. Halleck, directing Maj. Gen. Banks to assume the command of this Department. At 12 o'clock at noon, on the 16th, the command was turned over to him.
Having received no further orders, either to report to him or otherwise, I have taken the liberty to suppose that I was permitted to return home, my services being no longer needed here. I have given Major Gen'l. Banks all the information in my power, and more than he has asked in relation to the affairs of this Department.
I have the honor to enclose for the information of the President a copy of my last general order, as commander of the Department of the Gulf.
I have the honor to inform you that, until further orders, my address will be Lowell, Massachusetts. I have the honor to be,
Very Respt., Yr. Obed. Ser.,
Benj. F. Butler, Maj. Gen. Com."
"December 15, 1862","Lakeport, Dec. 15th, 1862
Major General B. F. Butler
Sir: Last summer you had occasion to reprimand an officer for an unintentional neglect of duty. Your manner and your words sunk deep into his memory; and he always wished some
opportunity might present itself when he could evidence by his actions his full appreciation of your delicate reproval. I am that officer, and in part the wished-for opportunity came when I was ordered here. I have tried to do my duty, and feel that I have done it, because my General for whose command I raised my company, who never forgets to censure or to reward, has not reproved me. For your kindness to the soldiers you will ever be held in loving remembrance and your past services will be remembered by the country and be rewarded.
Now that you are to leave us there can be no want of delicacy in my thus expressing my feelings.
May good fortune attend you. Goodbye, General! God bless you. I remain, with great regard,
Yours ever to command,
John F. Appleton, Capt. Comdg. at Lakeport"
